0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.31098,0.05573,0.27293,-0.79354,0.15301,0.68547,-0.042667,0.23203,-0.90976,-0.71177,1.1649,-1.1234,-1.2657,-0.3255,0.96688,0.25919,0.57671,-0.55244,-0.73962,0.57585,0.67452,-1.1339,-0.74452,0.7491,-0.20376,-2.0823,0.081193,-0.29871,-0.64778,0.17616,2.4315,0.79447,0.40519,-0.011954,-1.1833,-0.91463,-0.013852,1.4251,-0.32726,-0.2092,0.76412,-0.55271,1.5657,-1.4095,0.51719,0.40492,-0.07026,0.2994,-0.34246,-0.28954
-0.71606,-0.15299,-0.22093,-0.64651,-1.2712,0.4284,0.99247,0.85656,-0.25646,-1.1108,0.48869,-1.4781,0.34387,-1.0991,-0.69585,0.56656,1.6365,1.7193,-0.14211,1.4293,0.75927,-1.583,0.16626,1.7759,-0.47019,-1.1471,-0.88859,0.35754,-1.0864,-0.057528,-0.10368,-0.5308,0.028511,0.23192,-0.0040462,-0.13684,-0.32023,1.0674,0.66146,0.17318,0.40162,-0.40782,0.238,-0.98179,-0.9847,0.16353,0.25335,0.020458,0.13174,-0.60343
0.485773,-0.3058726666666666,-0.05076333333333335,-0.33359333333333324,-0.22366100000000003,-0.3953933333333333,0.1448918,0.19091666666666665,-0.39833999999999997,-0.47127633333333335,0.302175,-0.7674133333333333,-0.1951261,-0.6080433333333333,-0.34140333333333334,0.2650033333333333,0.34506,0.022643,0.05962633333333337,0.9260123333333334,0.14943666666666663,-0.34933,0.2793133333333333,0.3587666666666667,-0.3823933333333333,-1.4925,0.08739000000000001,0.03708876666666666,-0.511983,0.3155166666666666,2.712336666666667,0.4139013333333333,-0.24801666666666666,-0.315378,-0.41964166666666664,0.0037216666666666696,-0.5033933333333334,0.5614709999999999,0.21348333333333333,0.1807776666666667,0.013596666666666701,-0.003073333333333298,0.46912333333333334,-0.61314,-0.23795333333333332,0.41958333333333336,-0.4261626666666667,0.62174,0.2723566666666667,-0.74227
0.4172633333333333,-0.52879,-0.06729666666666667,-0.12889,-0.37867100000000004,-0.24952000000000005,0.15259846666666665,0.13900333333333334,-0.3188033333333333,-0.60751,0.2917716666666667,-0.7212399999999999,-0.13199609999999998,-0.426577,-0.24429,0.34483833333333336,0.33980666666666665,0.040176666666666666,-0.028550333333333313,0.5608956666666667,0.2959133333333333,-0.3796366666666667,0.012973333333333337,0.28573333333333334,-0.34496,-1.6537,0.026699999999999984,0.18854333333333337,-0.49254299999999995,0.2107633333333333,2.5381666666666667,0.21895133333333336,-0.3629626666666667,-0.5506800000000001,-0.3941383333333333,-0.08672666666666666,-0.41794000000000003,0.24053766666666668,0.17241666666666666,0.25881933333333335,-0.15540333333333334,0.19702666666666668,0.6311533333333333,-0.7213200000000001,-0.4272333333333333,0.44061666666666666,-0.37542600000000004,0.7536133333333334,0.30244666666666664,-0.6895666666666668
0.63822,-0.25654,0.12913,-0.07631333333333333,-0.32514766666666667,-0.4695533333333333,-0.07715653333333333,0.32409,-0.60726,-0.5716800000000001,0.426895,-0.7031066666666667,-0.5552594333333333,-0.52922,0.01998666666666667,0.21440333333333336,0.3596266666666667,0.12398000000000002,-0.12888366666666662,0.4958823333333333,0.08124333333333329,-0.4918166666666666,-0.09574666666666666,0.35136666666666666,-0.4896766666666667,-1.54221,-0.07914333333333334,0.13130666666666665,-0.48243633333333324,0.2461533333333333,2.8155900000000003,0.4815413333333334,-0.21948333333333334,-0.37606,-0.2695716666666667,-0.05136666666666667,-0.5424300000000001,0.38510433333333344,0.08374666666666664,0.2137673666666667,-0.1933033333333333,0.22032666666666667,0.5720133333333334,-0.8632266666666667,-0.4367366666666667,0.22449,-0.371626,0.7545066666666668,0.25166666666666665,-0.6129333333333333
0.38566666666666666,-0.32766666666666666,-0.2793666666666667,-0.5214266666666667,-0.26480433333333336,-0.25659333333333334,0.2594418,0.1292033333333333,-0.42172666666666664,-0.5922533333333333,0.40970833333333334,-0.6889733333333333,0.09716390000000001,-0.7885666666666666,-0.12733000000000003,0.33464333333333335,0.293718,0.29158666666666666,0.23602633333333337,0.916079,0.34558333333333335,-0.4283566666666667,0.20934666666666668,0.19756000000000004,-0.2551933333333333,-1.4875433333333332,-0.11951666666666667,-0.01490666666666666,-0.4971163333333333,0.3428466666666667,2.522266666666667,0.09838133333333333,-0.2828333333333333,-0.5226066666666667,-0.388615,-0.00862333333333333,-0.637501,0.4034043333333334,0.16955,0.6394860000000001,-0.3713633333333333,0.11166666666666668,0.409943,-0.5840866666666668,-0.5107633333333333,-0.06759666666666665,-0.350206,0.6499333333333334,-0.06130000000000002,-0.56902
0.76585,0.041948,-0.59854,-0.88862,0.069111,0.64566,0.52283,0.53968,-1.1953,-0.43692,1.0252,-0.78127,0.25271,-1.2172,-0.39223,0.59336,-0.44359,-0.015338,-0.00043082,0.69101,0.68637,-1.7339,-0.46481,0.92821,-0.82922,-1.5531,-1.0271,0.0033624,-0.85718,0.21841,0.43993,0.68675,0.19868,0.83988,0.016231,-1.4891,-0.74992,1.2691,0.72663,1.0524,-0.017183,0.51699,-0.0075923,-0.75201,-0.75526,-0.095309,-0.50434,-1.0987,0.18807,-0.41945
0.270465,-0.057020999999999995,-0.1329,-0.822635,0.19118049999999998,0.42943,0.51519,0.25591200000000003,-0.626603,-0.3044,0.6995149999999999,-0.74121,0.48323,-0.759955,-0.519215,0.88638,-0.412865,-0.40811899999999995,-0.19766540999999999,-0.137415,0.619945,-1.4582000000000002,-0.233877,0.37805,-0.6817,-1.4266999999999999,-0.4414199999999999,0.2790862,-0.75667,0.397175,2.179115,0.45372,0.7439399999999999,0.61439,0.3984805,-1.3748,-0.45749,0.6650925,0.81484,0.264615,-0.5339415,0.33674,0.21497385,-0.12347999999999998,-0.62809,-0.007334500000000001,0.04637000000000002,-0.81492,0.28232,-0.40729
-0.202525,0.074315,0.122472,-1.110775,0.1306135,0.42628,0.5989249999999999,0.13786700000000002,-0.349753,-0.580405,0.1856756,-0.5420550000000001,0.68285,-0.30857999999999997,-1.25305,1.2302,-0.19493085,-0.20214999999999997,-0.340325,0.018930000000000002,0.37585,-1.464,-0.056382,0.549045,-0.3167005,-1.09081,-0.277455,0.538215,-0.86433,0.279817,1.756125,0.29551,1.37325,0.603315,1.140665,-1.1984,-0.48975,0.2472575,0.7228600000000001,-0.20431000000000002,-0.77838,0.164115,0.106345,0.08333499999999999,-0.43129,0.390315,1.02149,-0.38974,0.19705450000000002,-0.19621365
-0.167575,0.67411,-0.154613,-1.1804700000000001,0.2212635,0.22460000000000002,-0.06342999999999999,0.15387945,-0.43899999999999995,-0.78008,-0.24672940000000002,-0.331715,0.2863775,0.020960000000000006,-1.188905,0.9151449999999999,0.25749914999999995,0.056160000000000015,-0.108325,0.83069,0.015954999999999997,-0.898177,-0.09534000000000001,0.94248,0.10950950000000001,-1.18911,-0.27647,0.324825,-0.431115,0.152347,1.464925,0.105155,0.90988,0.388354,1.01412,-0.6275850000000001,-0.778745,0.29629,0.13943999999999998,0.143825,-0.7227049999999999,0.10874,-0.05108,-0.253405,-0.09913999999999999,0.56332,1.0185,-0.22162500000000002,-0.3277105,-0.11888865
0.43861,-0.29235,-0.54439,-0.95616,-0.84803,1.135,1.1614,1.0492,-0.89078,-0.96871,0.061193,0.4392,0.70185,-1.5578,-1.1507,0.88617,-0.32673,0.26111,0.10043,0.8161,-0.30106,-1.7285,0.28919,0.39594,-0.10154,-0.96434,-0.67543,-0.17473,-0.81291,0.061948,-0.35251,-0.11316,0.87366,0.91505,0.82243,-0.39014,-0.90571,0.49987,0.75045,0.28369,-0.23415,0.58379,-0.42698,-0.10555,-0.042942,0.37599,0.57858,-1.1655,-0.75639,-0.10971
0.44692,0.333714,-0.371565,-0.96026,-0.006824499999999997,0.663755,0.402465,0.4544,-0.59316755,-0.71485,0.5679449999999999,-0.6919649999999999,0.512645,-0.37817,-0.998715,0.81548,-0.213584,-0.13120400000000002,-0.07469541,0.3392195,0.10374000000000003,-1.189965,-0.201387,0.6813199999999999,-0.683595,-1.3733499999999998,-0.7573,0.4637612,-0.895105,0.121277,1.7065649999999999,0.187605,0.522495,0.53089,0.3964555,-0.869365,-0.3603905,0.6540094999999999,0.844155,0.42796,-0.4134715,0.38750999999999997,-0.04520915,-0.10601,-0.86316,0.0717255,0.031204999999999983,-1.1891500000000002,0.016644999999999993,-0.622375
-0.02607000000000001,0.46505,-0.11619299999999999,-1.2484000000000002,-0.0673915,0.660605,0.4862,0.336355,-0.31631754999999995,-0.990855,0.0541056,-0.49280999999999997,0.712265,0.07320499999999999,-1.73255,1.1593,0.00435015,0.074765,-0.21735500000000002,0.4955645,-0.140355,-1.195765,-0.023892,0.8523149999999999,-0.3185955,-1.03746,-0.593335,0.72289,-1.0027650000000001,0.003918999999999999,1.283575,0.029395000000000004,1.151805,0.5198149999999999,1.13864,-0.692965,-0.3926505,0.23617449999999998,0.752175,-0.040964999999999994,-0.65791,0.214885,-0.153838,0.10080499999999998,-0.6663600000000001,0.469375,1.006325,-0.76397,-0.0686205,-0.41129865000000004
